,output_dim,nodes,activation,regularizer,stacking,dropout,nlayers,closer,optimizer,epochs,batch_size,loss_func,accuracy,loss,val_accuracy,val_loss
141,3,256,relu,L2,True,True,3,False,rmsprop,12,64,sparse_categorical_crossentropy,0.7821969985961914,0.5307653546333313,0.7513468265533447,0.6080615520477295
142,3,256,relu,L2,True,True,3,True,rmsprop,19,64,categorical_crossentropy,0.7938551902770996,0.5035743713378906,0.7568181753158569,0.6052877902984619
143,3,256,relu,L2,True,True,3,True,rmsprop,13,64,sparse_categorical_crossentropy,0.7840909361839294,0.5267662405967712,0.7524410486221313,0.6035232543945312
144,3,256,tanh,,False,False,3,False,rmsprop,16,64,categorical_crossentropy,0.7890151739120483,0.5153998732566833,0.7564814686775208,0.6099936962127686
145,3,256,tanh,,False,False,3,False,rmsprop,15,64,sparse_categorical_crossentropy,0.7859427332878113,0.5172592401504517,0.7561447620391846,0.6046382188796997
146,3,256,tanh,,False,False,3,True,rmsprop,21,64,categorical_crossentropy,0.7926136255264282,0.5030361413955688,0.749579131603241,0.6076691150665283
147,3,256,tanh,,False,False,3,True,rmsprop,12,64,sparse_categorical_crossentropy,0.7842803001403809,0.5283268094062805,0.7574915885925293,0.5956689119338989
148,3,256,tanh,,False,True,3,False,rmsprop,14,64,categorical_crossentropy,0.7864057421684265,0.523698627948761,0.7519360184669495,0.597222626209259
149,3,256,tanh,,False,True,3,False,rmsprop,13,64,sparse_categorical_crossentropy,0.786090075969696,0.5244444608688354,0.7586700320243835,0.5961911678314209
150,3,256,tanh,,False,True,3,True,rmsprop,15,64,categorical_crossentropy,0.7884469628334045,0.5168934464454651,0.7526094317436218,0.5987163186073303
151,3,256,tanh,,False,True,3,True,rmsprop,12,64,sparse_categorical_crossentropy,0.7829124331474304,0.5290347933769226,0.7521044015884399,0.6035762429237366
152,3,256,tanh,,True,False,3,False,rmsprop,15,64,categorical_crossentropy,0.7861952781677246,0.5188233256340027,0.7552188634872437,0.6026296615600586
153,3,256,tanh,,True,False,3,False,rmsprop,17,64,sparse_categorical_crossentropy,0.788909912109375,0.5139316916465759,0.7566498517990112,0.6023958325386047
154,3,256,tanh,,True,False,3,True,rmsprop,18,64,categorical_crossentropy,0.790235698223114,0.5117263793945312,0.7522727251052856,0.6025153994560242
155,3,256,tanh,,True,False,3,True,rmsprop,13,64,sparse_categorical_crossentropy,0.7847011685371399,0.5235304236412048,0.7406565546989441,0.6229668855667114
156,3,256,tanh,,True,True,3,False,rmsprop,15,64,categorical_crossentropy,0.7878577709197998,0.5166618227958679,0.7511784434318542,0.6006587743759155
157,3,256,tanh,,True,True,3,False,rmsprop,13,64,sparse_categorical_crossentropy,0.783291220664978,0.5251678824424744,0.7577441334724426,0.5999187231063843
158,3,256,tanh,,True,True,3,True,rmsprop,18,64,categorical_crossentropy,0.7914141416549683,0.5069021582603455,0.7557238936424255,0.605312705039978
159,3,256,tanh,,True,True,3,True,rmsprop,14,64,sparse_categorical_crossentropy,0.7867634892463684,0.5207721590995789,0.7553030252456665,0.6042726039886475
160,3,256,tanh,L1,False,False,3,False,rmsprop,18,64,categorical_crossentropy,0.7921717166900635,0.5100401639938354,0.755892276763916,0.6035999655723572
161,3,256,tanh,L1,False,False,3,False,rmsprop,20,64,sparse_categorical_crossentropy,0.7930344939231873,0.5045864582061768,0.7471380233764648,0.618496298789978
162,3,256,tanh,L1,False,False,3,True,rmsprop,16,64,categorical_crossentropy,0.790867030620575,0.5139048099517822,0.755471408367157,0.6028760671615601
163,3,256,tanh,L1,False,False,3,True,rmsprop,14,64,sparse_categorical_crossentropy,0.7847011685371399,0.5242677927017212,0.7547138333320618,0.5955944657325745
164,3,256,tanh,L1,False,True,3,False,rmsprop,11,64,categorical_crossentropy,0.7793981432914734,0.5343546271324158,0.7566498517990112,0.6071017980575562
165,3,256,tanh,L1,False,True,3,False,rmsprop,11,64,sparse_categorical_crossentropy,0.7791035175323486,0.5341871976852417,0.7503367066383362,0.6036174893379211
166,3,256,tanh,L1,False,True,3,True,rmsprop,20,64,categorical_crossentropy,0.7941918969154358,0.5026551485061646,0.757239043712616,0.5979194045066833
167,3,256,tanh,L1,False,True,3,True,rmsprop,17,64,sparse_categorical_crossentropy,0.7917929291725159,0.5114142894744873,0.7613636255264282,0.5980833172798157
168,3,256,tanh,L1,True,False,3,False,rmsprop,14,64,categorical_crossentropy,0.7867003083229065,0.520851731300354,0.7591750621795654,0.600246787071228
169,3,256,tanh,L1,True,False,3,False,rmsprop,13,64,sparse_categorical_crossentropy,0.7859638333320618,0.5223718881607056,0.7546296119689941,0.6083247065544128
170,3,256,tanh,L1,True,False,3,True,rmsprop,16,64,categorical_crossentropy,0.7876473069190979,0.5151990056037903,0.7540404200553894,0.5998446345329285
171,3,256,tanh,L1,True,False,3,True,rmsprop,15,64,sparse_categorical_crossentropy,0.7879208922386169,0.5187371373176575,0.750420868396759,0.6075800657272339
172,3,256,tanh,L1,True,True,3,False,rmsprop,13,64,categorical_crossentropy,0.7838594317436218,0.5273391008377075,0.7551347017288208,0.6048585176467896
173,3,256,tanh,L1,True,True,3,False,rmsprop,14,64,sparse_categorical_crossentropy,0.7856060862541199,0.522211492061615,0.7559764385223389,0.5984503030776978
174,3,256,tanh,L1,True,True,3,True,rmsprop,16,64,categorical_crossentropy,0.7904882431030273,0.5143181681632996,0.760606050491333,0.603718101978302
175,3,256,tanh,L1,True,True,3,True,rmsprop,18,64,sparse_categorical_crossentropy,0.7927820086479187,0.5080276727676392,0.7547138333320618,0.6060746312141418
